,month,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,lat,long,bedrooms_cont,log_sqft_lot,year,floors,waterfront,view,condition,basement,yr_renovated,bedrooms_cat,prop_missings,price,Luxury
33,7,3,1.0,1300,81935.0,1300,1959,47.524,-121.821,3.0,8.921057018157429,2014,1.0,0,0,CD,0,0,3,11.76470588235294,281000,0
34,12,3,2.5,1860,5200.0,1860,1993,47.6775,-122.165,3.0,9.51804563563343,2014,2.0,0,0,B,0,0,3,11.76470588235294,625000,1
35,8,2,1.0,870,34412.0,870,1949,47.5186,-122.375,2.0,10.555213600795284,2014,1.0,0,0,B,0,0,2,11.76470588235294,235000,0
36,7,4,2.5,3080,5131.0,3080,2008,47.7066,-122.112,4.0,9.035867930125628,2014,2.5,0,0,B,0,0,4,11.76470588235294,750000,1
37,7,4,2.0,2220,8442.0,1140,1963,47.492,-122.166,4.0,8.89918494333876,2014,1.0,0,0,A,1,0,4,11.76470588235294,374000,0
38,12,3,2.5,1770,17360.0,1350,1976,47.7358,-122.17,3.0,10.897627819607527,2014,1.0,0,0,CD,1,0,3,11.76470588235294,436000,0
39,8,3,1.0,940,8586.0,940,1942,47.5117,-122.378,3.0,9.215327913487222,2014,1.0,0,0,CD,0,0,3,11.76470588235294,267000,0
40,6,3,2.5,2270,6232.0,2270,1998,47.4815,-122.47,3.0,9.072227069846548,2014,2.0,0,0,B,0,0,3,11.76470588235294,585000,1
41,12,2,1.0,710,6150.0,710,1942,47.5122,-122.374,2.0,9.809176873064887,2014,1.0,0,0,A,0,0,2,11.76470588235294,285950,0
42,6,29,3.0,3190,115434.0,1890,2013,47.509,-122.24,2.0,8.131236549696116,2014,1.0,0,1,B,1,0,6+,18.75,664950,1
43,7,4,3.0,2180,41346.0,2180,1968,47.5338,-122.033,4.0,9.100525505968976,2014,2.0,0,0,CD,0,0,4,11.76470588235294,499900,0
44,8,3,2.0,2100,2191.0,2100,2010,47.6907,-121.917,3.0,8.077136638538454,2014,1.0,0,0,B,0,0,3,11.76470588235294,399000,0
45,6,3,1.0,1320,8666.0,1320,1967,47.2787,-122.205,3.0,9.887358170606245,2014,1.0,0,0,CD,0,0,3,11.76470588235294,206000,0
46,8,5,2.5,2990,9209.0,2990,2015,47.7384,-122.348,5.0,9.231612507251722,2014,2.0,0,0,B,0,0,5,11.76470588235294,357000,0
47,10,3,1.5,1050,101930.0,800,1950,47.6578,-122.39,3.0,8.950014029534257,2014,1.0,0,0,CD,1,0,3,11.76470588235294,420000,0
48,5,4,2.0,1640,15909.0,1640,1907,47.6662,-122.365,4.0,8.191463051326927,2014,2.0,0,0,B,0,1,4,11.76470588235294,492000,0
49,8,3,2.5,1840,4000.0,1840,1994,47.267,-122.312,3.0,8.948975607841776,2014,2.0,0,0,B,0,0,3,11.76470588235294,297000,0
50,9,3,2.0,1720,5000.0,860,1906,47.6782,-122.314,3.0,8.261009786023827,2014,1.0,0,0,A,1,0,3,18.75,575000,1
51,5,2,2.5,2220,5400.0,2220,2000,47.6364,-122.28,2.0,8.88875674784872,2014,2.0,0,0,B,0,0,2,11.76470588235294,1425000,1
52,9,2,2.0,1300,7389.0,650,1939,47.4989,-122.329,2.0,9.094480485881647,2014,1.0,0,0,B,1,0,2,11.76470588235294,244500,0
53,9,4,2.5,2095,60984.0,1295,1910,47.5838,-122.39,4.0,7.305860032684009,2014,1.5,0,0,A,1,0,4,11.76470588235294,711000,1
54,10,4,2.5,3140,7563.0,3140,1977,47.3863,-122.156,4.0,8.930626469173578,2014,2.0,0,0,CD,0,0,4,11.76470588235294,400000,0
55,10,2,2.5,1140,4280.0,1010,1999,47.659,-122.346,2.0,8.522578663692576,2014,2.0,0,0,B,1,0,2,11.76470588235294,399950,0
56,10,5,2.5,2710,9990.0,1910,1959,47.5958,-122.175,5.0,7.171656822768514,2014,1.0,0,0,A,1,0,5,11.76470588235294,830000,1
57,9,3,2.0,2660,4288.0,1940,1910,47.5829,-122.382,3.0,8.83927669058535,2014,1.5,0,1,B,1,0,3,11.76470588235294,727500,1
58,5,4,2.5,2560,4046.0,2560,1992,47.5717,-121.991,4.0,9.656627474604603,2014,2.0,0,0,B,0,0,4,11.76470588235294,642000,1
59,9,4,2.5,2500,7280.0,2500,2001,47.6922,-122.174,4.0,7.932362154339751,2014,2.0,0,0,B,0,0,4,11.76470588235294,650000,1
60,10,4,2.5,2540,5027.0,2540,2009,47.7073,-122.112,4.0,7.596894438144544,2014,2.0,0,0,B,0,0,4,11.76470588235294,717000,1
61,12,3,2.0,1320,5750.0,1320,1988,47.4838,-122.33,3.0,9.18132342290569,2014,1.0,0,0,B,0,0,3,11.76470588235294,292000,0
62,5,3,1.0,1010,6863.0,1010,1973,47.5324,-121.763,3.0,9.31739944426959,2014,1.0,0,0,CD,0,0,3,11.76470588235294,310000,0
63,11,5,3.5,2400,2150.0,1780,1928,47.6094,-122.291,5.0,9.479985756941812,2014,2.0,0,0,CD,1,0,5,11.76470588235294,700000,1
64,6,4,3.0,2240,7349.0,2240,1992,47.7348,-122.295,4.0,9.655026193237628,2014,2.0,0,0,B,0,0,4,11.76470588235294,337000,0
65,6,5,2.0,1940,8995.0,1940,1957,47.7751,-122.38,5.0,9.615138591096644,2014,1.5,0,0,B,0,0,5,11.76470588235294,465250,0
66,11,4,2.0,2550,10178.0,1890,1982,47.7707,-122.123,4.0,8.522578663692576,2014,1.0,0,0,B,1,0,4,11.76470588235294,550000,1
67,12,4,4.0,5780,1703.0,4130,2008,47.6374,-122.288,4.0,8.794824928014517,2014,2.0,0,0,B,1,0,4,11.76470588235294,2890000,1
68,9,3,2.0,2100,9250.0,1080,1957,47.7622,-122.302,3.0,8.80612448326845,2014,1.0,0,0,CD,1,0,3,11.76470588235294,440000,0
69,9,3,2.5,2630,5478.0,2630,1996,47.5515,-122.083,3.0,9.559799343294607,2014,2.0,0,0,B,0,0,3,11.76470588235294,665000,1
70,7,3,2.5,1852,17332.0,1852,2014,47.3455,-122.21,3.0,9.064157861798101,2014,2.0,0,0,B,0,0,3,11.76470588235294,298000,0
71,11,3,1.0,1240,7957.0,1240,1921,47.4303,-122.046,3.0,9.84161214881804,2014,1.0,0,0,B,0,1,3,11.76470588235294,234000,0
72,9,3,3.0,2770,6000.0,1640,1962,47.7011,-122.206,3.0,8.142936010432265,2014,1.0,0,1,A,1,0,3,11.76470588235294,678000,1
73,7,3,1.0,1320,1241.0,1320,1913,47.5288,-122.325,3.0,8.411832675758411,2014,1.5,0,0,B,0,0,3,11.76470588235294,279000,0
74,11,4,2.0,1940,4308.0,1940,1974,47.3215,-122.369,4.0,8.142936010432265,2014,1.0,0,0,CD,0,0,4,11.76470588235294,252000,0
75,8,4,4.0,3610,7350.0,3290,1994,47.6992,-122.385,4.0,9.045347797304004,2014,3.0,0,0,B,1,0,4,11.76470588235294,830005,1
76,11,4,3.5,4740,2191.0,4740,1990,47.6624,-122.071,4.0,9.346094292953802,2014,2.0,0,0,B,0,0,4,11.76470588235294,1150000,1
77,6,3,2.0,1540,15000.0,770,1947,47.5763,-122.222,3.0,9.009936307631463,2014,1.0,0,0,A,1,0,3,11.76470588235294,500000,0
78,8,2,2.0,1540,3500.0,960,1949,47.6932,-122.395,2.0,9.506660032823548,2014,1.0,0,0,B,1,0,2,11.76470588235294,495000,0
79,6,4,3.5,3450,7291.0,2430,1960,47.4556,-122.372,4.0,8.922658299524402,2014,2.0,0,1,CD,1,1,4,11.76470588235294,1035000,1
80,7,3,2.5,2010,5100.0,2010,2006,47.3338,-122.052,3.0,8.294049640102028,2014,2.0,0,0,B,0,0,3,11.76470588235294,282000,0
81,9,3,2.5,2120,17360.0,2120,2004,47.681,-122.032,3.0,9.053686561930807,2014,2.0,0,0,B,0,0,3,11.76470588235294,575000,1
82,9,3,1.5,1580,9144.0,1580,1957,47.2903,-122.214,3.0,8.768263145371286,2014,1.0,0,0,CD,0,0,3,11.76470588235294,233500,0
83,9,3,2.5,2340,9133.0,2340,1998,47.6059,-122.307,3.0,11.602180988644637,2014,2.0,0,0,B,0,0,3,11.76470588235294,618000,1
84,10,5,3.5,3830,2599.0,3830,2014,47.6843,-122.016,5.0,9.475776835480644,2014,2.0,0,0,B,0,0,5,11.76470588235294,955990,1
85,11,3,2.0,1410,9528.0,1410,1983,47.7587,-122.144,3.0,7.6255950721324535,2014,1.0,0,0,CD,0,0,3,11.76470588235294,375000,0
86,10,2,2.0,1470,1325.0,1470,2005,47.3502,-122.02,2.0,11.16761427968181,2014,2.0,0,0,B,0,0,2,11.76470588235294,249900,0
87,5,3,3.0,2090,8925.0,2090,2012,47.7336,-121.965,3.0,8.922658299524402,2014,2.0,0,0,B,0,0,3,11.76470588235294,403000,0
88,6,2,1.0,1220,7200.0,920,1926,47.6823,-122.365,2.0,8.536995818712418,2014,1.0,0,0,B,1,0,2,11.76470588235294,499000,0
89,10,3,2.5,2810,983.0,2810,2004,47.7735,-122.227,3.0,8.732304571033183,2014,2.0,0,0,B,0,0,3,11.76470588235294,533000,1
90,9,2,2.0,2870,9448.0,1770,1994,47.4847,-122.0,2.0,9.021477467138807,2014,2.0,0,1,CD,1,0,2,11.76470588235294,570000,1
91,9,4,2.5,1720,1200.0,1470,2000,47.591,-122.293,4.0,8.575084669832014,2014,2.0,0,1,B,1,0,4,11.76470588235294,536500,1
92,8,4,2.5,2790,11292.0,2790,1964,47.5477,-122.215,4.0,9.327589932026422,2014,2.0,0,0,CD,0,0,4,11.76470588235294,950000,1
93,8,3,1.0,1050,3880.0,930,1920,47.5402,-122.38,3.0,8.707813551024888,2014,1.0,0,0,B,1,0,3,18.75,435000,0
94,5,5,2.5,2820,8653.0,2820,1979,47.5794,-122.025,5.0,9.156939595249067,2014,2.0,0,0,B,0,0,5,11.76470588235294,675000,1
95,5,3,1.5,1660,4120.0,1660,1907,47.6352,-122.358,3.0,11.725695395856878,2014,2.0,0,0,B,0,0,3,11.76470588235294,926300,1
96,6,3,2.5,1210,6893.0,1210,2008,47.6977,-122.349,3.0,8.998754769495703,2014,3.0,0,0,B,0,0,3,11.76470588235294,345000,0
97,10,4,2.5,2550,4964.0,2550,1998,47.5373,-121.87,4.0,9.1942109900463,2014,2.0,0,0,B,0,0,4,11.76470588235294,543500,1
98,6,2,2.0,1460,8400.0,1460,1900,47.6857,-122.208,2.0,9.181940897454485,2014,1.0,0,1,A,0,0,2,11.76470588235294,1010000,1
99,8,3,3.0,3040,7252.0,3040,1987,47.7108,-122.225,3.0,8.630521876723241,2014,2.0,0,0,CD,0,0,3,11.76470588235294,825000,1
100,11,3,2.0,1080,5559.0,580,1954,47.6601,-122.4,3.0,8.499843553081124,2014,1.0,0,0,B,1,1,3,11.76470588235294,331000,0
101,5,2,1.0,1050,10375.0,1050,1943,47.3226,-122.287,2.0,8.940105213128122,2014,1.0,0,0,CD,0,0,2,11.76470588235294,415000,0
102,7,4,2.5,2080,104544.0,2080,1998,47.4909,-122.157,4.0,8.517193191416238,2014,2.0,0,0,B,0,0,4,18.75,300000,0
103,6,4,2.0,1880,10182.0,1090,1944,47.6635,-122.362,4.0,7.4342573821331355,2014,1.5,0,0,CD,1,0,4,11.76470588235294,560000,1
104,7,4,2.5,2640,32175.0,1770,1977,47.4688,-122.009,4.0,9.005159521036145,2014,1.0,0,0,B,1,0,4,11.76470588235294,518000,1
105,5,4,2.5,1700,10521.0,1700,1988,47.4045,-122.171,4.0,10.572572546745315,2014,2.0,0,0,CD,0,0,4,11.76470588235294,290000,0
106,5,3,1.5,1540,954.0,1540,1941,47.5678,-122.378,3.0,8.567315800819449,2014,2.0,0,0,B,0,1,3,11.76470588235294,525000,1
107,10,3,2.0,1230,7700.0,1230,1986,47.2881,-122.363,3.0,7.426549072397305,2014,1.0,0,0,B,0,0,3,11.76470588235294,220000,0
108,8,3,2.5,1400,19850.0,1400,2012,47.3596,-122.082,3.0,10.629222922689225,2014,2.0,0,0,B,0,0,3,11.76470588235294,270000,0
109,11,4,4.0,5050,2400.0,3260,2000,47.5269,-121.922,4.0,9.392245175273795,2014,2.0,0,0,B,1,0,4,11.76470588235294,1335000,1
110,6,3,0.0,1720,7417.0,1000,1983,47.3186,-122.391,3.0,8.374246182096304,2014,1.0,0,0,B,1,0,3,11.76470588235294,275000,0
111,9,6,2.5,3760,8352.0,2360,1967,47.6976,-122.381,6.0,8.648221453822641,2014,1.0,0,0,B,1,0,6,11.76470588235294,838300,1
112,11,3,3.0,3730,9959.0,2230,1990,47.4257,-122.03,3.0,9.640498092674719,2014,1.5,0,0,CD,1,0,3,11.76470588235294,649500,1
113,7,3,2.0,1400,78843.0,1400,1976,47.479,-122.132,3.0,7.114769448366463,2014,1.0,0,0,CD,0,0,3,11.76470588235294,305000,0
114,9,4,1.0,1570,7651.0,1570,1920,47.6275,-122.321,4.0,8.587092318795905,2014,1.5,0,0,B,0,0,4,11.76470588235294,525000,1
115,6,3,2.5,2280,8906.0,2280,2011,47.7322,-121.966,3.0,8.517193191416238,2014,2.0,0,0,B,0,0,3,11.76470588235294,415000,0
116,6,4,2.5,3210,5304.0,3210,1995,47.6073,-122.062,4.0,9.271059107010888,2014,2.0,0,0,B,0,0,4,11.76470588235294,770000,1
117,7,3,2.5,2390,6863.0,2390,1990,47.6271,-122.028,3.0,9.102309627762478,2014,2.0,0,0,CD,0,0,3,11.76470588235294,640000,1
118,12,3,2.0,1570,7560.0,1570,2001,47.6965,-121.922,3.0,8.544808358449211,2014,1.0,0,0,B,0,0,3,11.76470588235294,340000,0
119,8,4,2.5,2460,6139.0,1560,1965,47.7133,-122.361,4.0,7.157735484249907,2014,1.0,0,0,CD,1,0,4,11.76470588235294,640000,1
120,6,3,2.0,1320,4998.0,1320,1975,47.3947,-122.174,3.0,9.419709489868552,2014,1.0,0,0,A,0,0,3,11.76470588235294,251750,0
121,6,3,3.0,2340,1080.0,1500,1972,47.5952,-122.051,3.0,8.895766604056085,2014,1.0,0,0,CD,1,0,3,11.76470588235294,563000,1
122,9,1,1.0,1090,15842.0,1090,1924,47.54,-122.269,1.0,9.243388226022383,2014,1.0,0,0,CD,0,0,2-,11.76470588235294,463500,0
123,5,4,2.0,1520,3600.0,1520,1967,47.7357,-122.193,4.0,8.888066854754783,2014,1.0,0,0,A,0,0,4,11.76470588235294,425000,0
124,10,4,4.0,3320,6291.0,3320,2014,47.5963,-122.2,4.0,9.321165927065067,2014,2.0,0,0,B,0,0,4,11.76470588235294,1699990,1
125,8,3,2.5,2180,7588.0,1660,1966,47.5358,-122.235,3.0,9.286745703178589,2014,1.0,0,0,CD,1,0,3,11.76470588235294,910000,1
126,5,3,2.5,1700,7957.0,1700,2003,47.5327,-121.871,3.0,8.612503371220562,2014,2.0,0,0,B,0,0,3,11.76470588235294,384000,0
127,9,3,2.0,1510,9680.0,1510,1984,47.5931,-122.158,3.0,9.03491498187007,2014,1.0,0,0,CD,0,0,3,11.76470588235294,490000,0
128,5,4,2.0,2060,863.0,1160,1947,47.4444,-122.351,4.0,10.68533218785736,2014,1.0,0,0,CD,1,0,4,11.76470588235294,647500,1
129,9,3,2.5,1320,11505.0,1320,2005,47.5355,-122.283,3.0,8.218247926685745,2014,2.0,0,0,B,0,0,3,11.76470588235294,300000,0
130,9,3,2.0,1400,2800.0,700,1908,47.6508,-122.368,3.0,10.66179025135177,2014,1.0,0,0,CD,1,1,3,11.76470588235294,460000,0
131,12,5,4.0,3830,11100.0,3830,2005,47.5837,-121.971,5.0,8.537191877922927,2014,2.0,0,0,B,0,0,5,11.76470588235294,852500,1
132,9,4,3.5,2910,9225.0,1830,1914,47.616,-122.282,4.0,8.980927207648378,2014,2.0,0,1,A,1,0,4,11.76470588235294,1850000,1
133,7,4,2.5,2420,115434.0,1210,1958,47.7397,-122.259,4.0,8.922658299524402,2014,1.0,0,0,A,1,0,4,11.76470588235294,485000,0
134,6,4,3.0,2420,9500.0,2420,2005,47.3772,-122.029,4.0,8.922658299524402,2014,2.0,0,0,B,0,0,4,11.76470588235294,376000,0
135,11,3,2.0,1530,4750.0,1180,1988,47.7422,-122.097,3.0,8.906528917594517,2014,1.0,0,0,B,1,0,3,11.76470588235294,410000,0
136,8,4,2.5,2220,4307.0,2220,2001,47.4887,-122.15,4.0,8.662158961666423,2014,2.0,0,0,B,0,0,4,11.76470588235294,291375,0
137,5,3,1.5,1770,115434.0,1160,1959,47.5659,-122.117,3.0,7.58629630715272,2014,1.0,0,0,B,1,0,3,11.76470588235294,450000,0
138,10,4,2.5,1850,28500.0,1600,2005,47.5529,-121.996,4.0,8.934586870389676,2014,2.0,0,0,B,1,0,4,11.76470588235294,476100,0
139,12,5,2.0,3920,8455.0,2560,1910,47.5798,-122.294,5.0,10.65143063618168,2014,1.5,0,0,A,1,0,5,11.76470588235294,760000,1
140,10,2,1.0,720,10000.0,720,1943,47.5535,-122.393,2.0,7.882314918980268,2014,1.0,0,0,Desc,0,0,2,11.76470588235294,310000,0
141,7,3,0.0,2530,7000.0,1800,1977,47.3913,-122.121,3.0,9.186150133174966,2014,1.0,0,0,CD,1,0,3,11.76470588235294,375000,0
142,8,4,3.0,2570,8712.0,1420,1988,47.4417,-122.09,4.0,8.026170194946426,2014,1.0,0,0,B,1,0,4,11.76470588235294,390000,0
143,9,3,2.5,2040,954.0,2040,1977,47.7584,-122.136,3.0,9.897167623791308,2014,2.0,0,0,B,0,0,3,11.76470588235294,730000,1
144,9,3,2.5,1490,7500.0,1490,2005,47.4324,-122.197,3.0,9.595806833577658,2014,2.0,0,0,B,0,0,3,11.76470588235294,237000,0
145,9,3,2.5,1700,1253.0,1700,1997,47.3826,-122.028,3.0,8.807621489536043,2014,2.0,0,0,B,0,0,3,11.76470588235294,335000,0
146,12,4,2.5,2020,8156.0,1200,1925,47.5576,-122.376,4.0,8.294049640102028,2014,1.5,0,0,A,1,0,4,11.76470588235294,430000,0
147,9,4,1.5,1790,3060.0,1020,1923,47.6489,-122.337,4.0,8.594154232552366,2014,1.0,0,0,CD,1,0,4,11.76470588235294,560000,1
148,8,3,2.0,1720,11165.0,860,1957,47.5092,-122.362,3.0,8.909235279192261,2014,1.0,0,0,B,1,0,3,11.76470588235294,340000,0
149,9,2,1.0,1030,15200.0,1030,1942,47.6875,-122.387,2.0,10.974060384172992,2014,1.0,0,0,B,0,0,2,11.76470588235294,450000,0
150,5,3,1.0,1220,11305.0,1220,1955,47.7608,-122.353,3.0,9.210340371976184,2014,1.0,0,0,CD,0,0,3,11.76470588235294,300000,0
151,12,5,2.5,2020,16139.0,1010,1963,47.5763,-122.219,5.0,9.192685436737461,2014,1.0,0,0,CD,1,0,5,11.76470588235294,750000,1
152,10,3,2.0,1590,2825.0,1590,1952,47.4713,-122.344,3.0,9.610658925931467,2014,1.0,0,0,B,0,0,3,11.76470588235294,259000,0
153,11,3,1.0,1340,7973.0,1040,1921,47.6916,-122.352,3.0,9.05122740031911,2014,1.0,0,0,CD,1,0,3,11.76470588235294,409500,0
154,12,3,2.5,1820,54450.0,1820,1953,47.6287,-122.207,3.0,9.72142596194803,2014,1.0,0,0,CD,0,0,3,11.76470588235294,875000,1
155,5,2,1.0,1040,2006.0,1040,1912,47.3877,-122.234,2.0,8.1886891244442,2014,1.0,0,0,A,0,0,2,11.76470588235294,160000,0
156,12,3,1.5,1780,8448.0,1030,1958,47.5168,-122.256,3.0,7.5595594960077,2014,1.0,0,1,CD,1,0,3,11.76470588235294,420000,0
157,5,3,1.0,1050,12042.0,1050,1954,47.7071,-122.301,3.0,8.83811659764782,2014,1.5,0,0,B,0,0,3,11.76470588235294,360000,0
158,10,4,2.5,2790,3000.0,2790,1999,47.6085,-122.017,4.0,9.239899174217728,2014,2.0,0,0,B,0,0,4,11.76470588235294,685100,1
159,9,3,2.5,1730,22239.0,1730,2014,47.5014,-122.34,3.0,9.606562898717415,2014,2.0,0,0,B,0,0,3,11.76470588235294,329780,0
160,5,4,3.0,3280,5625.0,3280,1996,47.7073,-122.07,4.0,8.743850562030243,2014,2.0,0,0,B,0,0,4,11.76470588235294,862500,1
161,12,3,2.5,1260,6413.0,840,2008,47.5872,-122.316,3.0,9.397483619049352,2014,2.0,0,0,B,1,0,3,11.76470588235294,353500,0
162,12,2,1.0,1300,2554.0,1300,1950,47.5697,-122.395,2.0,8.847934753328465,2014,1.0,0,0,B,0,0,2,11.76470588235294,337500,0
163,9,4,2.0,1580,5987.0,790,1945,47.5378,-122.369,4.0,8.516593011344206,2014,1.0,0,0,CD,1,0,4,11.76470588235294,359000,0
164,12,4,3.0,2280,8030.0,2280,2009,47.7333,-121.976,4.0,8.471568013389962,2014,2.0,0,0,B,0,0,4,11.76470588235294,395000,0
165,10,4,2.0,1860,20000.0,1090,1977,47.3979,-122.174,4.0,8.892336539638013,2014,1.0,0,0,CD,1,0,4,11.76470588235294,250000,0
166,10,2,2.5,1500,1236.0,1140,2014,47.6689,-122.363,2.0,8.820404065485645,2014,2.0,0,0,B,1,0,2,11.76470588235294,529950,1
167,6,3,1.0,970,3235.0,970,1967,47.3173,-122.327,3.0,10.895646135639412,2014,1.0,0,0,CD,0,0,3,11.76470588235294,219900,0
168,6,4,2.5,2050,3808.0,1770,1965,47.3978,-122.313,4.0,9.72913416539135,2014,2.0,0,1,B,1,0,4,11.76470588235294,386000,0
169,8,2,2.0,1313,5440.0,1313,1904,47.6369,-122.365,2.0,9.079206103951382,2014,1.0,0,0,B,0,1,2,11.76470588235294,885000,1
170,5,4,2.5,2110,6054.0,2110,1987,47.5497,-122.077,4.0,9.197660318818809,2014,2.0,0,0,B,0,0,4,11.76470588235294,606000,1
171,8,3,1.0,1500,10542.0,1120,1938,47.6873,-122.385,3.0,9.185227671161108,2014,1.0,0,0,B,1,0,3,11.76470588235294,578000,1
172,8,3,2.0,1740,8518.0,1230,1989,47.7397,-122.242,3.0,8.961879012677683,2014,1.0,0,0,B,1,0,3,11.76470588235294,405000,0
173,10,2,2.5,1110,3218.0,1110,2006,47.6968,-122.34,2.0,8.962263554116761,2014,3.0,0,0,B,0,0,2,11.76470588235294,345000,0
174,5,3,2.0,2560,12891.0,2560,1986,47.295,-122.086,3.0,8.410498452745275,2014,1.0,0,0,B,0,0,3,11.76470588235294,560000,1
175,9,3,2.5,2140,12000.0,2140,1959,47.5505,-122.219,3.0,8.080237416216702,2014,1.0,0,0,CD,0,0,3,11.76470588235294,799000,1
